wardName,wardCode,districtName,districtCode,provinceName,provinceCode
Thị trấn Cờ Đỏ,31261,Huyện Cờ Đỏ,925,Thành phố Cần Thơ,92
Xã Thạnh Phú,31249,Huyện Cờ Đỏ,925,Thành phố Cần Thơ,92
Xã Thới Hưng,31264,Huyện Cờ Đỏ,925,Thành phố Cần Thơ,92
Xã Thới Xuân,31277,Huyện Cờ Đỏ,925,Thành phố Cần Thơ,92
Xã Thới Đông,31276,Huyện Cờ Đỏ,925,Thành phố Cần Thơ,92
Xã Trung An,31222,Huyện Cờ Đỏ,925,Thành phố Cần Thơ,92
Xã Trung Hưng,31255,Huyện Cờ Đỏ,925,Thành phố Cần Thơ,92
Xã Trung Thạnh,31225,Huyện Cờ Đỏ,925,Thành phố Cần Thơ,92
Xã Đông Hiệp,31273,Huyện Cờ Đỏ,925,Thành phố Cần Thơ,92
Xã Đông Thắng,31274,Huyện Cờ Đỏ,925,Thành phố Cần Thơ,92
Thị trấn Phong Điền,31299,Huyện Phong Điền,926,Thành phố Cần Thơ,92
Xã Giai Xuân,31303,Huyện Phong Điền,926,Thành phố Cần Thơ,92
Xã Mỹ Khánh,31312,Huyện Phong Điền,926,Thành phố Cần Thơ,92
Xã Nhơn Nghĩa,31315,Huyện Phong Điền,926,Thành phố Cần Thơ,92
Xã Nhơn Ái,31300,Huyện Phong Điền,926,Thành phố Cần Thơ,92
Xã Trường Long,31309,Huyện Phong Điền,926,Thành phố Cần Thơ,92
Xã Tân Thới,31306,Huyện Phong Điền,926,Thành phố Cần Thơ,92
Thị trấn Thới Lai,31258,Huyện Thới Lai,927,Thành phố Cần Thơ,92
Xã Thới Thạnh,31267,Huyện Thới Lai,927,Thành phố Cần Thơ,92
Xã Thới Tân,31285,Huyện Thới Lai,927,Thành phố Cần Thơ,92
Xã Trường Thành,31291,Huyện Thới Lai,927,Thành phố Cần Thơ,92
Xã Trường Thắng,31286,Huyện Thới Lai,927,Thành phố Cần Thơ,92
Xã Trường Xuân,31294,Huyện Thới Lai,927,Thành phố Cần Thơ,92
Xã Trường Xuân A,31297,Huyện Thới Lai,927,Thành phố Cần Thơ,92
Xã Trường Xuân B,31298,Huyện Thới Lai,927,Thành phố Cần Thơ,92
Xã Tân Thạnh,31268,Huyện Thới Lai,927,Thành phố Cần Thơ,92
Xã Xuân Thắng,31270,Huyện Thới Lai,927,Thành phố Cần Thơ,92
Xã Đông Bình,31279,Huyện Thới Lai,927,Thành phố Cần Thơ,92
Xã Đông Thuận,31282,Huyện Thới Lai,927,Thành phố Cần Thơ,92
Xã Định Môn,31288,Huyện Thới Lai,927,Thành phố Cần Thơ,92
Thị trấn Thanh An,31231,Huyện Vĩnh Thạnh,924,Thành phố Cần Thơ,92
Thị trấn Vĩnh Thạnh,31232,Huyện Vĩnh Thạnh,924,Thành phố Cần Thơ,92
Xã Thạnh An,31240,Huyện Vĩnh Thạnh,924,Thành phố Cần Thơ,92
Xã Thạnh Lộc,31252,Huyện Vĩnh Thạnh,924,Thành phố Cần Thơ,92
Xã Thạnh Lợi,31244,Huyện Vĩnh Thạnh,924,Thành phố Cần Thơ,92
Xã Thạnh Mỹ,31234,Huyện Vĩnh Thạnh,924,Thành phố Cần Thơ,92
Xã Thạnh Qưới,31246,Huyện Vĩnh Thạnh,924,Thành phố Cần Thơ,92
Xã Thạnh Thắng,31243,Huyện Vĩnh Thạnh,924,Thành phố Cần Thơ,92
Xã Thạnh Tiến,31241,Huyện Vĩnh Thạnh,924,Thành phố Cần Thơ,92
Xã Vĩnh Bình,31211,Huyện Vĩnh Thạnh,924,Thành phố Cần Thơ,92
Xã Vĩnh Trinh,31237,Huyện Vĩnh Thạnh,924,Thành phố Cần Thơ,92
Phường An Thới,31177,Quận Bình Thuỷ,918,Thành phố Cần Thơ,92
Phường Bình Thủy,31168,Quận Bình Thuỷ,918,Thành phố Cần Thơ,92
Phường Bùi Hữu Nghĩa,31178,Quận Bình Thuỷ,918,Thành phố Cần Thơ,92
Phường Long Hòa,31180,Quận Bình Thuỷ,918,Thành phố Cần Thơ,92
Phường Long Tuyền,31183,Quận Bình Thuỷ,918,Thành phố Cần Thơ,92
Phường Thới An Đông,31174,Quận Bình Thuỷ,918,Thành phố Cần Thơ,92
Phường Trà An,31169,Quận Bình Thuỷ,918,Thành phố Cần Thơ,92
Phường Trà Nóc,31171,Quận Bình Thuỷ,918,Thành phố Cần Thơ,92
Phường Ba Láng,31195,Quận Cái Răng,919,Thành phố Cần Thơ,92
Phường Hưng Phú,31189,Quận Cái Răng,919,Thành phố Cần Thơ,92
Phường Hưng Thạnh,31192,Quận Cái Răng,919,Thành phố Cần Thơ,92
Phường Lê Bình,31186,Quận Cái Răng,919,Thành phố Cần Thơ,92
Phường Phú Thứ,31201,Quận Cái Răng,919,Thành phố Cần Thơ,92
Phường Thường Thạnh,31198,Quận Cái Răng,919,Thành phố Cần Thơ,92
Phường Tân Phú,31204,Quận Cái Răng,919,Thành phố Cần Thơ,92
Phường An Bình,31150,Quận Ninh Kiều,916,Thành phố Cần Thơ,92
Phường An Hòa,31120,Quận Ninh Kiều,916,Thành phố Cần Thơ,92
Phường An Khánh,31149,Quận Ninh Kiều,916,Thành phố Cần Thơ,92
Phường Cái Khế,31117,Quận Ninh Kiều,916,Thành phố Cần Thơ,92
Phường Hưng Lợi,31147,Quận Ninh Kiều,916,Thành phố Cần Thơ,92
Phường Thới Bình,31123,Quận Ninh Kiều,916,Thành phố Cần Thơ,92
Phường Tân An,31135,Quận Ninh Kiều,916,Thành phố Cần Thơ,92
Phường Xuân Khánh,31144,Quận Ninh Kiều,916,Thành phố Cần Thơ,92
Phường Thuận An,31212,Quận Thốt Nốt,923,Thành phố Cần Thơ,92
Phường Thuận Hưng,31228,Quận Thốt Nốt,923,Thành phố Cần Thơ,92
Phường Thạnh Hoà,31217,Quận Thốt Nốt,923,Thành phố Cần Thơ,92
Phường Thốt Nốt,31207,Quận Thốt Nốt,923,Thành phố Cần Thơ,92
Phường Thới Thuận,31210,Quận Thốt Nốt,923,Thành phố Cần Thơ,92
Phường Trung Kiên,31219,Quận Thốt Nốt,923,Thành phố Cần Thơ,92
Phường Trung Nhứt,31216,Quận Thốt Nốt,923,Thành phố Cần Thơ,92
Phường Tân Hưng,31227,Quận Thốt Nốt,923,Thành phố Cần Thơ,92
Phường Tân Lộc,31213,Quận Thốt Nốt,923,Thành phố Cần Thơ,92
Phường Châu Văn Liêm,31153,Quận Ô Môn,917,Thành phố Cần Thơ,92
Phường Long Hưng,31157,Quận Ô Môn,917,Thành phố Cần Thơ,92
Phường Phước Thới,31162,Quận Ô Môn,917,Thành phố Cần Thơ,92
Phường Thới An,31159,Quận Ô Môn,917,Thành phố Cần Thơ,92
Phường Thới Hòa,31154,Quận Ô Môn,917,Thành phố Cần Thơ,92
Phường Thới Long,31156,Quận Ô Môn,917,Thành phố Cần Thơ,92
Phường Trường Lạc,31165,Quận Ô Môn,917,Thành phố Cần Thơ,92
Thị trấn A Lưới,20044,Huyện A Lưới,481,Thành phố Huế,46
Xã A Ngo,20068,Huyện A Lưới,481,Thành phố Huế,46
Xã A Roàng,20095,Huyện A Lưới,481,Thành phố Huế,46
Xã Hương Nguyên,20059,Huyện A Lưới,481,Thành phố Huế,46
Xã Hương Phong,20080,Huyện A Lưới,481,Thành phố Huế,46
Xã Hồng Bắc,20065,Huyện A Lưới,481,Thành phố Huế,46
Xã Hồng Hạ,20050,Huyện A Lưới,481,Thành phố Huế,46
Xã Hồng Kim,20053,Huyện A Lưới,481,Thành phố Huế,46
Xã Hồng Thái,20089,Huyện A Lưới,481,Thành phố Huế,46
Xã Hồng Thượng,20086,Huyện A Lưới,481,Thành phố Huế,46
Xã Hồng Thủy,20104,Huyện A Lưới,481,Thành phố Huế,46
Xã Hồng Vân,20047,Huyện A Lưới,481,Thành phố Huế,46
Xã Lâm Đớt,20101,Huyện A Lưới,481,Thành phố Huế,46
Xã Phú Vinh,20074,Huyện A Lưới,481,Thành phố Huế,46
Xã Quảng Nhâm,20083,Huyện A Lưới,481,Thành phố Huế,46
Xã Sơn Thủy,20071,Huyện A Lưới,481,Thành phố Huế,46
Xã Trung Sơn,20056,Huyện A Lưới,481,Thành phố Huế,46
Xã Đông Sơn,20098,Huyện A Lưới,481,Thành phố Huế,46
Thị trấn Khe Tre,20161,Huyện Phú Lộc,482,Thành phố Huế,46
Thị trấn Lăng Cô,20110,Huyện Phú Lộc,482,Thành phố Huế,46
Thị trấn Lộc Sơn,20131,Huyện Phú Lộc,482,Thành phố Huế,46
Thị trấn Phú Lộc,20107,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Giang Hải,20122,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Hương Hữu,20182,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Hương Lộc,20170,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Hương Phú,20164,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Hương Sơn,20167,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Hương Xuân,20179,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Lộc An,20140,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Lộc Bình,20134,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Lộc Bổn,20128,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Lộc Hòa,20155,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Lộc Thủy,20146,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Lộc Tiến,20152,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Lộc Trì,20149,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Lộc Vĩnh,20137,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Lộc Điền,20143,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Thượng Long,20188,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Thượng Lộ,20185,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Thượng Nhật,20191,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Thượng Quảng,20173,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Vinh Hiền,20125,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Vinh Hưng,20116,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Vinh Mỹ,20113,Huyện Phú Lộc,482,Thành phố Huế,46
Xã Xuân Lộc,20158,Huyện Phú Lộc,482,Thành phố Huế,46
Thị trấn Phú Đa,19942,Huyện Phú Vang,478,Thành phố Huế,46
Xã Phú An,19912,Huyện Phú Vang,478,Thành phố Huế,46
Xã Phú Diên,19921,Huyện Phú Vang,478,Thành phố Huế,46
Xã Phú Gia,19954,Huyện Phú Vang,478,Thành phố Huế,46
Xã Phú Hải,19915,Huyện Phú Vang,478,Thành phố Huế,46
Xã Phú Hồ,19933,Huyện Phú Vang,478,Thành phố Huế,46
Xã Phú Lương,19939,Huyện Phú Vang,478,Thành phố Huế,46
Xã Phú Mỹ,19927,Huyện Phú Vang,478,Thành phố Huế,46
Xã Phú Thuận,19903,Huyện Phú Vang,478,Thành phố Huế,46
Xã Phú Xuân,19918,Huyện Phú Vang,478,Thành phố Huế,46
Xã Vinh An,19948,Huyện Phú Vang,478,Thành phố Huế,46
Xã Vinh Hà,19957,Huyện Phú Vang,478,Thành phố Huế,46
Xã Vinh Thanh,19945,Huyện Phú Vang,478,Thành phố Huế,46
Xã Vinh Xuân,19936,Huyện Phú Vang,478,Thành phố Huế,46
Thị trấn Sịa,19867,Huyện Quảng Điền,477,Thành phố Huế,46
Xã Quảng An,19888,Huyện Quảng Điền,477,Thành phố Huế,46
Xã Quảng Công,19879,Huyện Quảng Điền,477,Thành phố Huế,46
Xã Quảng Lợi,19876,Huyện Quảng Điền,477,Thành phố Huế,46
Xã Quảng Ngạn,19873,Huyện Quảng Điền,477,Thành phố Huế,46
Xã Quảng Phú,19897,Huyện Quảng Điền,477,Thành phố Huế,46
Xã Quảng Phước,19882,Huyện Quảng Điền,477,Thành phố Huế,46
Xã Quảng Thành,19891,Huyện Quảng Điền,477,Thành phố Huế,46
Xã Quảng Thái,19870,Huyện Quảng Điền,477,Thành phố Huế,46
Xã Quảng Thọ,19894,Huyện Quảng Điền,477,Thành phố Huế,46
Xã Quảng Vinh,19885,Huyện Quảng Điền,477,Thành phố Huế,46
Phường An Hòa,19803,Quận Phú Xuân,475,Thành phố Huế,46
Phường Gia Hội,19756,Quận Phú Xuân,475,Thành phố Huế,46
Phường Hương An,20023,Quận Phú Xuân,475,Thành phố Huế,46
Phường Hương Long,19810,Quận Phú Xuân,475,Thành phố Huế,46
Phường Hương Sơ,19804,Quận Phú Xuân,475,Thành phố Huế,46
Phường Hương Vinh,20014,Quận Phú Xuân,475,Thành phố Huế,46
Phường Kim Long,19774,Quận Phú Xuân,475,Thành phố Huế,46
Phường Long Hồ,20029,Quận Phú Xuân,475,Thành phố Huế,46
Phường Phú Hậu,19759,Quận Phú Xuân,475,Thành phố Huế,46
Phường Thuận Hòa,19762,Quận Phú Xuân,475,Thành phố Huế,46
Phường Thuận Lộc,19753,Quận Phú Xuân,475,Thành phố Huế,46
Phường Tây Lộc,19750,Quận Phú Xuân,475,Thành phố Huế,46
Phường Đông Ba,19768,Quận Phú Xuân,475,Thành phố Huế,46
Phường An Cựu,19801,Quận Thuận Hóa,474,Thành phố Huế,46
Phường An Tây,19816,Quận Thuận Hóa,474,Thành phố Huế,46
Phường An Đông,19815,Quận Thuận Hóa,474,Thành phố Huế,46
Phường Dương Nỗ,19909,Quận Thuận Hóa,474,Thành phố Huế,46
Phường Hương Phong,20002,Quận Thuận Hóa,474,Thành phố Huế,46
Phường Phú Hội,19786,Quận Thuận Hóa,474,Thành phố Huế,46
Phường Phú Nhuận,19789,Quận Thuận Hóa,474,Thành phố Huế,46
Phường Phú Thượng,19930,Quận Thuận Hóa,474,Thành phố Huế,46
Phường Phước Vĩnh,19798,Quận Thuận Hóa,474,Thành phố Huế,46
Phường Phường Đúc,19780,Quận Thuận Hóa,474,Thành phố Huế,46
Phường Thuận An,19900,Quận Thuận Hóa,474,Thành phố Huế,46
Phường Thuỷ Biều,19807,Quận Thuận Hóa,474,Thành phố Huế,46
Phường Thuỷ Xuân,19813,Quận Thuận Hóa,474,Thành phố Huế,46
Phường Thủy Bằng,19981,Quận Thuận Hóa,474,Thành phố Huế,46
Phường Thủy Vân,19963,Quận Thuận Hóa,474,Thành phố Huế,46
Phường Trường An,19795,Quận Thuận Hóa,474,Thành phố Huế,46
Phường Vĩnh Ninh,19783,Quận Thuận Hóa,474,Thành phố Huế,46
Phường Vỹ Dạ,19777,Quận Thuận Hóa,474,Thành phố Huế,46
Phường Xuân Phú,19792,Quận Thuận Hóa,474,Thành phố Huế,46
Phường Phú Bài,19960,Thị xã Hương Thủy,479,Thành phố Huế,46
Phường Thủy Châu,19975,Thị xã Hương Thủy,479,Thành phố Huế,46
Phường Thủy Dương,19969,Thị xã Hương Thủy,479,Thành phố Huế,46
Phường Thủy Lương,19978,Thị xã Hương Thủy,479,Thành phố Huế,46
Phường Thủy Phương,19972,Thị xã Hương Thủy,479,Thành phố Huế,46
Xã Dương Hòa,19993,Thị xã Hương Thủy,479,Thành phố Huế,46
Xã Phú Sơn,19990,Thị xã Hương Thủy,479,Thành phố Huế,46
Xã Thủy Phù,19987,Thị xã Hương Thủy,479,Thành phố Huế,46
Xã Thủy Thanh,19966,Thị xã Hương Thủy,479,Thành phố Huế,46
Xã Thủy Tân,19984,Thị xã Hương Thủy,479,Thành phố Huế,46
Phường Hương Chữ,20020,Thị xã Hương Trà,480,Thành phố Huế,46
Phường Hương Vân,20011,Thị xã Hương Trà,480,Thành phố Huế,46
Phường Hương Văn,20011,Thị xã Hương Trà,480,Thành phố Huế,46
Phường Hương Xuân,20017,Thị xã Hương Trà,480,Thành phố Huế,46
Phường Tứ Hạ,19996,Thị xã Hương Trà,480,Thành phố Huế,46
Xã Bình Thành,20041,Thị xã Hương Trà,480,Thành phố Huế,46
Xã Bình Tiến,20035,Thị xã Hương Trà,480,Thành phố Huế,46
Xã Hương Bình,20026,Thị xã Hương Trà,480,Thành phố Huế,46
Xã Hương Toàn,20005,Thị xã Hương Trà,480,Thành phố Huế,46
Phường Phong An,19858,Thị xã Phong Điền,476,Thành phố Huế,46
Phường Phong Hiền,19852,Thị xã Phong Điền,476,Thành phố Huế,46
Phường Phong Hòa,19846,Thị xã Phong Điền,476,Thành phố Huế,46
Phường Phong Hải,19843,Thị xã Phong Điền,476,Thành phố Huế,46
Phường Phong Phú,19828,Thị xã Phong Điền,476,Thành phố Huế,46
Phường Phong Thu,19819,Thị xã Phong Điền,476,Thành phố Huế,46
Xã Phong Bình,19831,Thị xã Phong Điền,476,Thành phố Huế,46
Xã Phong Chương,19837,Thị xã Phong Điền,476,Thành phố Huế,46
Xã Phong Mỹ,19855,Thị xã Phong Điền,476,Thành phố Huế,46
Xã Phong Sơn,19864,Thị xã Phong Điền,476,Thành phố Huế,46
Xã Phong Thạnh,19825,Thị xã Phong Điền,476,Thành phố Huế,46
Xã Phong Xuân,19861,Thị xã Phong Điền,476,Thành phố Huế,46
Thị trấn An Lão,11629,Huyện An Lão,313,Thành phố Hải Phòng,31
Thị trấn Trường Sơn,11656,Huyện An Lão,313,Thành phố Hải Phòng,31
Xã An Thái,11677,Huyện An Lão,313,Thành phố Hải Phòng,31
Xã An Thắng,11653,Huyện An Lão,313,Thành phố Hải Phòng,31
Xã An Thọ,11674,Huyện An Lão,313,Thành phố Hải Phòng,31
Xã An Tiến,11641,Huyện An Lão,313,Thành phố Hải Phòng,31
Xã Bát Trang,11632,Huyện An Lão,313,Thành phố Hải Phòng,31
Xã Chiến Thắng,11671,Huyện An Lão,313,Thành phố Hải Phòng,31
Xã Mỹ Đức,11668,Huyện An Lão,313,Thành phố Hải Phòng,31
Xã Quang Hưng,11644,Huyện An Lão,313,Thành phố Hải Phòng,31
Xã Quang Trung,11647,Huyện An Lão,313,Thành phố Hải Phòng,31
Xã Quốc Tuấn,11650,Huyện An Lão,313,Thành phố Hải Phòng,31
Xã Thái Sơn,11662,Huyện An Lão,313,Thành phố Hải Phòng,31
Xã Trường Thành,11638,Huyện An Lão,313,Thành phố Hải Phòng,31
Xã Trường Thọ,11635,Huyện An Lão,313,Thành phố Hải Phòng,31
Xã Tân Dân,11659,Huyện An Lão,313,Thành phố Hải Phòng,31
Xã Tân Viên,11665,Huyện An Lão,313,Thành phố Hải Phòng,31
,,Huyện Bạch Long Vĩ,318,Thành phố Hải Phòng,31
Thị trấn Cát Bà,11914,Huyện Cát Hải,317,Thành phố Hải Phòng,31
Thị trấn Cát Hải,11917,Huyện Cát Hải,317,Thành phố Hải Phòng,31
Xã Gia Luận,11935,Huyện Cát Hải,317,Thành phố Hải Phòng,31
Xã Hiền Hào,11938,Huyện Cát Hải,317,Thành phố Hải Phòng,31
Xã Hoàng Châu,11926,Huyện Cát Hải,317,Thành phố Hải Phòng,31
Xã Nghĩa Lộ,11920,Huyện Cát Hải,317,Thành phố Hải Phòng,31
Xã Phù Long,11932,Huyện Cát Hải,317,Thành phố Hải Phòng,31
Xã Trân Châu,11941,Huyện Cát Hải,317,Thành phố Hải Phòng,31
Xã Việt Hải,11944,Huyện Cát Hải,317,Thành phố Hải Phòng,31
Xã Văn Phong,11929,Huyện Cát Hải,317,Thành phố Hải Phòng,31
Xã Xuân Đám,11947,Huyện Cát Hải,317,Thành phố Hải Phòng,31
Xã Đồng Bài,11923,Huyện Cát Hải,317,Thành phố Hải Phòng,31
Thị trấn Núi Đối,11680,Huyện Kiến Thuỵ,314,Thành phố Hải Phòng,31
Xã Du Lễ,11716,Huyện Kiến Thuỵ,314,Thành phố Hải Phòng,31
Xã Hữu Bằng,11701,Huyện Kiến Thuỵ,314,Thành phố Hải Phòng,31
Xã Kiến Hưng,11728,Huyện Kiến Thuỵ,314,Thành phố Hải Phòng,31
Xã Kiến Quốc,11713,Huyện Kiến Thuỵ,314,Thành phố Hải Phòng,31
Xã Minh Tân,11725,Huyện Kiến Thuỵ,314,Thành phố Hải Phòng,31
Xã Ngũ Phúc,11710,Huyện Kiến Thuỵ,314,Thành phố Hải Phòng,31
Xã Thanh Sơn,11722,Huyện Kiến Thuỵ,314,Thành phố Hải Phòng,31
Xã Thuận Thiên,11698,Huyện Kiến Thuỵ,314,Thành phố Hải Phòng,31
Xã Tân Phong,11734,Huyện Kiến Thuỵ,314,Thành phố Hải Phòng,31
Xã Tân Trào,11743,Huyện Kiến Thuỵ,314,Thành phố Hải Phòng,31
Xã Tú Sơn,11749,Huyện Kiến Thuỵ,314,Thành phố Hải Phòng,31
Xã Đoàn Xá,11746,Huyện Kiến Thuỵ,314,Thành phố Hải Phòng,31
Xã Đông Phương,11695,Huyện Kiến Thuỵ,314,Thành phố Hải Phòng,31
Xã Đại Hợp,11752,Huyện Kiến Thuỵ,314,Thành phố Hải Phòng,31
Xã Đại Đồng,11704,Huyện Kiến Thuỵ,314,Thành phố Hải Phòng,31
Thị trấn Tiên Lãng,11755,Huyện Tiên Lãng,315,Thành phố Hải Phòng,31
Xã Bắc Hưng,11803,Huyện Tiên Lãng,315,Thành phố Hải Phòng,31
Xã Cấp Tiến,11779,Huyện Tiên Lãng,315,Thành phố Hải Phòng,31
Xã Hùng Thắng,11809,Huyện Tiên Lãng,315,Thành phố Hải Phòng,31
Xã Khởi Nghĩa,11773,Huyện Tiên Lãng,315,Thành phố Hải Phòng,31
Xã Kiến Thiết,11782,Huyện Tiên Lãng,315,Thành phố Hải Phòng,31
Xã Nam Hưng,11806,Huyện Tiên Lãng,315,Thành phố Hải Phòng,31
Xã Quyết Tiến,11770,Huyện Tiên Lãng,315,Thành phố Hải Phòng,31
Xã Tiên Cường,11761,Huyện Tiên Lãng,315,Thành phố Hải Phòng,31
Xã Tiên Minh,11800,Huyện Tiên Lãng,315,Thành phố Hải Phòng,31
Xã Tiên Thanh,11776,Huyện Tiên Lãng,315,Thành phố Hải Phòng,31
Xã Tiên Thắng,11797,Huyện Tiên Lãng,315,Thành phố Hải Phòng,31
Xã Tân Minh,11791,Huyện Tiên Lãng,315,Thành phố Hải Phòng,31
Xã Tây Hưng,11812,Huyện Tiên Lãng,315,Thành phố Hải Phòng,31
Xã Tự Cường,11764,Huyện Tiên Lãng,315,Thành phố Hải Phòng,31
Xã Vinh Quang,11821,Huyện Tiên Lãng,315,Thành phố Hải Phòng,31
Xã Đoàn Lập,11785,Huyện Tiên Lãng,315,Thành phố Hải Phòng,31
Xã Đông Hưng,11815,Huyện Tiên Lãng,315,Thành phố Hải Phòng,31
Xã Đại Thắng,11758,Huyện Tiên Lãng,315,Thành phố Hải Phòng,31
Thị trấn Vĩnh Bảo,11824,Huyện Vĩnh Bảo,316,Thành phố Hải Phòng,31
Xã Cao Minh,11902,Huyện Vĩnh Bảo,316,Thành phố Hải Phòng,31
Xã Dũng Tiến,11827,Huyện Vĩnh Bảo,316,Thành phố Hải Phòng,31
Xã Giang Biên,11830,Huyện Vĩnh Bảo,316,Thành phố Hải Phòng,31
Xã Hoà Bình,11890,Huyện Vĩnh Bảo,316,Thành phố Hải Phòng,31
Xã Hùng Tiến,11851,Huyện Vĩnh Bảo,316,Thành phố Hải Phòng,31
Xã Liên Am,11881,Huyện Vĩnh Bảo,316,Thành phố Hải Phòng,31
Xã Lý Học,11884,Huyện Vĩnh Bảo,316,Thành phố Hải Phòng,31
Xã Tam Cường,11887,Huyện Vĩnh Bảo,316,Thành phố Hải Phòng,31
Xã Thắng Thuỷ,11833,Huyện Vĩnh Bảo,316,Thành phố Hải Phòng,31
Xã Tiền Phong,11893,Huyện Vĩnh Bảo,316,Thành phố Hải Phòng,31
Xã Trung Lập,11836,Huyện Vĩnh Bảo,316,Thành phố Hải Phòng,31
Xã Trấn Dương,11911,Huyện Vĩnh Bảo,316,Thành phố Hải Phòng,31
Xã Tân Hưng,11857,Huyện Vĩnh Bảo,316,Thành phố Hải Phòng,31
Xã Tân Liên,11860,Huyện Vĩnh Bảo,316,Thành phố Hải Phòng,31
Xã Việt Tiến,11839,Huyện Vĩnh Bảo,316,Thành phố Hải Phòng,31
Xã Vĩnh An,11842,Huyện Vĩnh Bảo,316,Thành phố Hải Phòng,31
Xã Vĩnh Hoà,11848,Huyện Vĩnh Bảo,316,Thành phố Hải Phòng,31
Xã Vĩnh Hưng,11866,Huyện Vĩnh Bảo,316,Thành phố Hải Phòng,31
Xã Vĩnh Hải,11875,Huyện Vĩnh Bảo,316,Thành phố Hải Phòng,31
Phường An Hoà,11590,Quận An Dương,312,Thành phố Hải Phòng,31
Phường An Hải,11614,Quận An Dương,312,Thành phố Hải Phòng,31
Phường An Đồng,11623,Quận An Dương,312,Thành phố Hải Phòng,31
Phường Hồng Phong,11593,Quận An Dương,312,Thành phố Hải Phòng,31
Phường Hồng Thái,11626,Quận An Dương,312,Thành phố Hải Phòng,31
Phường Lê Lợi,11581,Quận An Dương,312,Thành phố Hải Phòng,31
Phường Lê Thiện,11584,Quận An Dương,312,Thành phố Hải Phòng,31
Phường Nam Sơn,11608,Quận An Dương,312,Thành phố Hải Phòng,31
Phường Tân Tiến,11596,Quận An Dương,312,Thành phố Hải Phòng,31
Phường Đồng Thái,11617,Quận An Dương,312,Thành phố Hải Phòng,31
Phường Anh Dũng,11689,Quận Dương Kinh,309,Thành phố Hải Phòng,31
Phường Hoà Nghĩa,11707,Quận Dương Kinh,309,Thành phố Hải Phòng,31
Phường Hưng Đạo,11686,Quận Dương Kinh,309,Thành phố Hải Phòng,31
Phường Hải Thành,11692,Quận Dương Kinh,309,Thành phố Hải Phòng,31
Phường Tân Thành,11740,Quận Dương Kinh,309,Thành phố Hải Phòng,31
Phường Đa Phúc,11683,Quận Dương Kinh,309,Thành phố Hải Phòng,31
Phường Cát Bi,11422,Quận Hải An,306,Thành phố Hải Phòng,31
Phường Nam Hải,11419,Quận Hải An,306,Thành phố Hải Phòng,31
Phường Thành Tô,11414,Quận Hải An,306,Thành phố Hải Phòng,31
Phường Tràng Cát,11425,Quận Hải An,306,Thành phố Hải Phòng,31
Phường Đông Hải 1,11410,Quận Hải An,306,Thành phố Hải Phòng,31
Phường Đông Hải 2,11411,Quận Hải An,306,Thành phố Hải Phòng,31
Phường Đằng Hải,11416,Quận Hải An,306,Thành phố Hải Phòng,31
Phường Đằng Lâm,11413,Quận Hải An,306,Thành phố Hải Phòng,31
Phường An Hưng,11599,Quận Hồng Bàng,303,Thành phố Hải Phòng,31
Phường An Hồng,11602,Quận Hồng Bàng,303,Thành phố Hải Phòng,31
Phường Hoàng Văn Thụ,11320,Quận Hồng Bàng,303,Thành phố Hải Phòng,31
Phường Hùng Vương,11299,Quận Hồng Bàng,303,Thành phố Hải Phòng,31
Phường Minh Khai,11311,Quận Hồng Bàng,303,Thành phố Hải Phòng,31
Phường Phan Bội Châu,11323,Quận Hồng Bàng,303,Thành phố Hải Phòng,31
Phường Quán Toan,11296,Quận Hồng Bàng,303,Thành phố Hải Phòng,31
Phường Sở Dầu,11302,Quận Hồng Bàng,303,Thành phố Hải Phòng,31
Phường Thượng Lý,11305,Quận Hồng Bàng,303,Thành phố Hải Phòng,31
Phường Đại Bản,11587,Quận Hồng Bàng,303,Thành phố Hải Phòng,31
Phường Bắc Hà,11449,Quận Kiến An,307,Thành phố Hải Phòng,31
Phường Bắc Sơn,11434,Quận Kiến An,307,Thành phố Hải Phòng,31
Phường Nam Sơn,11437,Quận Kiến An,307,Thành phố Hải Phòng,31
Phường Ngọc Sơn,11440,Quận Kiến An,307,Thành phố Hải Phòng,31
Phường Trần Thành Ngọ,11443,Quận Kiến An,307,Thành phố Hải Phòng,31
